name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method,M_lens,pi_rel,theta_E,te,thetas,s,q,u0,rho,piEE,piEN,r_s,a_s,v_para,v_perp,v_radial,DS,t0,W149,u,g,r,i,z,Y,alpha
toi712c,51.69906,0.2447,58.62,0.732,0.0274,Transit,0.7320261558820106,0.016866531442293706,10.02746511920673,59.25582821200634,0.00030483455829318965,0.41629097463244175,3.573207924967146e-05,1.985874964427217,3.0399961971376574e-05,6.7758601508568786e-12,8.307718821102807e-12,4.804331878119317,1,175.14295113790413,-141.28333137891264,-60.94129441611761,5195.0,2461638.763828608,21.0628,26.272,23.695,22.493,21.677,21.27,21.077,3.141592653589793
hd71827ab,15.052366,0.1228,43.9906,1.15,27.43,Radial Velocity,1.1761845198377785,0.021743009453197498,14.431535009183065,49.361139786042045,0.0009023989817409215,0.19343094523263926,0.022769147685024856,4.976372670198701,6.252966030063383e-05,-5.62598992393903e-12,7.099054853316262e-12,10.339607230862681,1,-208.91643189039414,429.44650620204817,-965.4370114114564,1011.0,2461638.763828608,23.2318,30.481,27.279,25.895,24.394,23.661,23.339,3.141592653589793
betapicc,1227.0,2.68,19.3,1.73,8.89,Radial Velocity,1.7384863427399873,0.05012713086178123,26.64017268805965,86.32279817028169,0.0018797282085761366,5.212432563891797,0.004905400427738323,-5.020583559085995,7.055991080037731e-05,-5.020902113369156e-12,6.4038580443818986e-12,0.38369800961160544,1,0.3123714332639228,-0.33885323638441983,0.5683531020695302,593.0,2461638.763828608,21.9108,27.958,25.063,23.773,22.714,22.193,21.966,3.141592653589793
hd204313b,2024.1,3.167,47.37,1.045,4.28,Radial Velocity,1.0490856633213885,0.02097944881378641,13.38805486037128,45.24343193852993,0.00024818974478225,4.993754584278,0.003909725666400681,-4.793504455217127,1.8538148175422633e-05,-9.551678975699796e-12,2.2080169548681376e-12,0.4005002581217477,1,-0.43131900069694995,0.5238056131601807,-0.8776972870162955,7636.0,2461638.763828608,22.6778,27.814,25.333,24.195,23.34,22.925,22.717,3.141592653589793
hd173416b,323.6,1.16,135.0,2.0,2.7,Radial Velocity,2.002577404431717,0.0060185185185185185,9.90727975991029,35.26813346822705,0.005926758834575781,0.8673008939711617,0.0012887022158585887,0.285701491880467,0.0005982226179337695,-1.923916334083253e-12,3.5855348441235013e-12,2.3060047717032575,1,7.7134266097271915,17.012815546061333,16.070602628140836,720.0,2461638.763828608,20.1548,21.358,20.267,19.903,19.811,19.805,19.804,3.141592653589793
14andab,185.84,0.83,76.4,2.2,4.684,Radial Velocity,2.2044713193919123,0.012962806346152319,15.255158114550849,32.74010325888021,0.0008764058853158599,0.7121443294112719,0.0020324179054146897,0.6920654054702762,5.744980672995559e-05,5.642914977753925e-12,4.851266977226881e-12,2.808419469763096,1,2.628770004243264,1.488049646215854,-20.509562069743563,7924.0,2461638.763828608,18.9468,19.035,18.034,18.079,18.205,18.322,18.352,3.141592653589793
omeserab,277.02,1.1,80.6,2.17,1.7,Radial Velocity,2.1716228101977477,0.012250379862010342,14.719123372386836,60.675388777782686,0.00015752621427609734,0.9272048568805263,0.000747838800805462,0.1513054556779999,1.070214647236516e-05,-5.090647500344146e-12,3.562580084056659e-12,2.1570206251170525,1,8.2935694779917,-19.6236645617817,5.920463929830945,6387.0,2461638.763828608,24.6908,30.554,27.654,26.356,25.411,24.946,24.739,3.141592653589793
sweeps11b,1.796,0.03,8500.0,1.1,9.7,Transit,1.1092595640695024,3.87740267388044e-05,0.5918368656854394,2.3776156377093765,0.00043876383772677825,0.00792892913393493,0.0084177855177295,126.11250714843318,0.0007413594237976732,2.801258373118323e-13,1.2170938854168532e-13,252.24087215513424,1,-307227.9762063529,36259.66151057766,-278767.41166136984,6393.0,2461638.763828608,19.2238,21.536,19.885,19.284,19.104,19.044,19.006,3.141592653589793
toi778b,4.633611,0.06,162.0,1.4,2.8,Transit,1.4026728638551138,0.0032992762877820346,6.139068945133439,26.534527413945582,0.00902756259135375,0.06033005553129847,0.0019091884679386499,16.51515609632899,0.0014705100516113404,2.1206397066922163e-12,3.586654164994024e-12,33.15097230372058,1,-10992.467088213447,4752.860963526942,-11773.685268005449,348.0,2461638.763828608,20.6328,24.335,22.07,21.154,20.837,20.694,20.601,3.141592653589793
toi2095b,17.774872,0.101,41.917,0.465,0.0129,Transit,0.46501231426561823,0.02372007577029318,9.47774965838182,63.719690683436234,0.00014063044315776278,0.25422950269492833,2.648229165205224e-05,3.679224283744584,1.4837957133990526e-05,7.787907641934411e-12,4.562714279398387e-12,7.8669075728790245,1,-992.1642989598478,1014.8054196014452,120.5284575972631,7321.0,2461638.763828608,23.9528,30.079,27.163,25.865,24.778,24.243,24.01,3.141592653589793
hd114613b,4000.0,5.34,20.67,1.27,0.357,Radial Velocity,1.2703407901415271,0.04824558594737738,22.341065644059807,103.32837454286593,0.00013437120721243825,11.563702120245077,0.0002683386941157866,-11.477224624577902,6.014538847575777e-06,-1.3777721600237877e-11,1.4311591220139056e-11,0.1729549913343507,1,0.2646620475884328,-0.4115179322055454,0.1286211528752069,7479.0,2461638.763828608,24.6598,30.887,27.948,26.643,25.516,24.961,24.72,3.141592653589793
ogle2006109lb,1790.0,2.3,1510.0,0.51,0.727,Microlensing,0.5106939900080957,0.0004816810525233247,1.4153867490487604,9.73535271873254,0.000208111845635124,1.0761573181116064,0.001360764721756273,-0.14692514808394164,0.00014703532145895093,-2.2299868758195273e-12,1.1051357113052049e-12,1.8584643400553296,1,-1.310219689224492,-0.4718474150681493,0.37971070474080143,5538.0,2461638.763828608,24.9058,30.567,27.737,26.451,25.576,25.143,24.945,3.141592653589793
hd125612ad,3008.0,4.2,52.82,1.1,7.2,Radial Velocity,1.1068730784845793,0.01580722264293828,11.936903082420343,50.627765987326555,0.006584150870970058,6.661303568548211,0.006248253167799218,-6.511182801687868,0.0005515794863633128,7.761933641938925e-12,8.712531927264706e-12,0.30024153372068696,1,-0.7028493267423035,-0.41280561698458157,0.2038675596154243,320.0,2461638.763828608,22.3458,27.068,24.59,23.429,22.833,22.531,22.37,3.141592653589793
hd142245ab,1299.0,2.77,109.5,1.69,1.9,Radial Velocity,1.6918137290445414,0.008885079007970255,11.064247695655638,13.061137362897634,0.00041874150618733557,2.286355507288651,0.0010732124523915487,-1.8489782066842133,3.784636043097208e-05,-4.42176283818444e-12,5.167549695234036e-12,0.8747546012088754,1,1.0194740376640525,0.6699736531867767,1.4888016924081713,4043.0,2461638.763828608,23.9708,29.073,26.527,25.331,24.56,24.173,23.986,3.141592653589793
hd81040b,1001.7,1.94,32.56,0.96,8.04,Radial Velocity,0.9676749376411133,0.030496174156927076,15.502523431948658,110.23201403543374,0.0002076442030138036,3.8433942605445943,0.007994726709493097,-3.5832075786145694,1.339421958788182e-05,-5.438770029655883e-12,1.278051430564459e-11,0.52037336386005,1,-1.121249369749115,-1.5020342344509954,1.4988322352941235,4622.0,2461638.763828608,24.8218,31.744,28.637,27.275,25.889,25.21,24.913,3.141592653589793
hip91258b,5.0505,0.057,44.9,0.95,1.068,Radial Velocity,0.9510195066418792,0.021892496112796058,13.021389307407517,27.701662628528233,0.00040321773189506635,0.09749249642928774,0.0010731648861886727,10.159707150984703,3.096579960678133e-05,-1.7954322064649634e-12,2.900164221782446e-12,20.51439929482798,1,-2577.691297863851,8591.641017974564,3471.995153920938,2637.0,2461638.763828608,24.7968,30.721,27.851,26.569,25.562,25.066,24.848,3.141592653589793
proximacentaurib,11.1881,0.04856,1.295,0.12,0.00337,Radial Velocity,0.12000321698256845,0.7720639920065443,27.468697303653453,193.62453200525053,0.0002571419708890726,1.3651200522378648,2.6808188070638545e-05,-0.6325837464670406,9.361272871679707e-06,1.8763693613624045e-10,4.094700441579078e-11,1.4650726115416484,1,202.50326245213353,-326.6308277682598,-222.83017780205358,7311.0,2461638.763828608,23.7818,28.764,26.256,25.083,24.353,23.989,23.806,3.141592653589793
toi1467b,5.97199,0.0495,34.44,0.49,0.028,Transit,0.49002672863855107,0.02890942236727973,10.740996179551422,60.05628903233069,0.00011079563754989268,0.13381274938924542,5.454824194110429e-05,7.339316713716834,1.0315210591064549e-05,-1.0598299787409067e-11,9.29718227068855e-12,14.94625892621216,1,-4113.639746530447,-605.4529418593298,-1410.120528708574,7900.0,2461638.763828608,20.8258,28.248,25.0,23.608,22.043,21.28,20.942,3.141592653589793
toi6651b,5.056973,0.0633,212.128,1.047,0.192,Transit,1.047183282092922,0.004574470057500858,6.245924281749353,22.664063572654303,0.000492874931665455,0.047775913267897055,0.00017505453001156676,20.883273471233316,7.891144839934099e-05,-2.7976155973380732e-12,3.829219117316976e-12,41.86209876900243,1,11177.278986354602,-8659.331111494506,4105.220360806991,7160.0,2461638.763828608,20.3758,23.264,21.325,20.602,20.375,20.287,20.23,3.141592653589793
k2309ac,8.24872,0.0839,108.5,1.1,0.053,Transit,1.1000505934944005,0.008837083220384928,8.897659308109407,63.88861434380253,0.0008210491061505706,0.0869073385059995,4.599408581852202e-05,11.419600825139659,9.227697731719836e-05,-1.6661197103090908e-12,1.9101022016358213e-12,23.013016327291318,1,675.7599840969157,720.6435225071368,3548.4967515849294,2635.0,2461638.763828608,21.7668,26.551,24.079,22.941,22.304,21.986,21.815,3.141592653589793
psrj19281245b,0.1366347269,0.005825,6100.0,1.4,11.0,Timing,1.4105005365736623,0.0005907825549025672,2.6050461978775874,3.1959478641065386,0.00016380227044206206,0.0016875809798214262,0.007500383266901839,592.5624690177847,6.287883515291087e-05,1.4884722577301948e-12,1.472865202716531e-12,1185.128313197529,1,-5141370.021275592,-12612204.563259477,-16259170.775969658,1325.0,2461638.763828608,24.1188,30.6,27.609,26.284,25.059,24.454,24.19,3.141592653589793
sdssj12083550b,0.0367777,0.00213,207.615,0.952,9.5,Timing,0.9610686452227084,0.0046152788933415765,6.010230797322338,12.120451587039106,0.0002506430069903816,0.0017069850840395803,0.009525887838979608,585.8264934778631,4.170272580913987e-05,2.971064152305895e-12,1.8513100946246473e-12,1171.6564009258943,1,-12274364.884363627,59493644.93458205,7434685.628291478,4967.0,2461638.763828608,25.2298,31.084,28.24,26.967,25.982,25.495,25.28,3.141592653589793
k229ab,3.2588321,0.04217,178.475,0.935,0.73,Transit,0.9356968537907976,0.0054772078180395575,6.460440999438496,18.63868433144217,0.00031907435040307605,0.0365732913588507,0.0007452981719760504,27.305784009442323,4.938894271007322e-05,-4.817961536451799e-12,3.985430047203223e-12,54.68471460160235,1,-30612.93297013998,-29375.053972573343,34685.728203370556,7948.0,2461638.763828608,22.9358,27.466,24.965,23.879,23.378,23.131,22.989,3.141592653589793
hd152581b,689.0,1.48,186.0,0.927,1.5,Radial Velocity,0.928431891350954,0.0052236490180722,6.284590572072083,40.30061226486146,0.00021060795043657628,1.2661109989681223,0.0015446508640280339,-0.4762908324779822,3.3511801289409544e-05,-3.0812402116249294e-12,4.582855001912082e-12,1.5796403329802802,1,-5.766336378784588,4.1742693950591345,-1.1445856206624196,6549.0,2461638.763828608,23.0288,28.714,25.946,24.704,23.754,23.287,23.077,3.141592653589793
toi2207b,8.001968,0.0854,380.6,1.296,0.64,Transit,1.2966109403097401,0.0024936332095949793,5.131402692411512,25.9544216444798,9.887731362608214e-05,0.043727332917010586,0.0004714045599848518,22.825264057385347,1.9269061415177022e-05,-2.043328775789643e-12,2.2793727479517863e-12,45.73798278060472,1,-5870.042069762061,8435.013447638517,-11809.732279948343,7474.0,2461638.763828608,24.9678,32.497,28.917,27.431,26.024,25.373,25.097,3.141592653589793
wasp104ab,1.7554137,0.02918,143.0,1.02,1.272,Transit,1.021214243865609,0.00888000888000888,8.593698288341896,11.52719506475915,0.006335978789265175,0.053897005414181236,0.0011904351623617463,18.500009511567978,0.0007372819683302688,6.897504547674637e-12,5.297975501383685e-12,37.10781303396432,1,20796.00396251021,-16855.47693028583,14589.386441192288,63.0,2461638.763828608,24.3598,31.553,28.317,26.921,25.479,24.777,24.469,3.141592653589793
gj3293c,122.6196,0.36175,17.9,0.42,0.06636,Radial Velocity,0.4200633468733661,0.055129544762672684,13.732973044105421,76.6896233112162,0.0010345464200969881,1.4716039376031833,0.00015082588896715336,-0.7920732741906414,7.533302634283147e-05,9.93991996337686e-12,1.4628801617150852e-11,1.3590613268250837,1,-9.67918950071903,3.321382945939476,-9.366574777765157,1358.0,2461638.763828608,23.7358,29.007,26.366,25.13,24.338,23.941,23.753,3.141592653589793
hatp20ab,2.875317,0.0361,70.0,0.756,7.246,Transit,0.7629169898193416,0.013103681188787571,9.022985774918133,20.418345739652022,0.001488604711219282,0.057155613294643005,0.009149457432991705,17.438938687100634,0.00016497917079258482,-6.817540309963607e-12,1.9512314527888964e-12,34.992188600790556,1,-7730.5140970977645,15735.343656784635,10071.02373188551,846.0,2461638.763828608,24.7008,30.278,27.529,26.279,25.383,24.939,24.738,3.141592653589793
hd64114b,45.791,0.246,31.56,0.95,17.8,Radial Velocity,0.9669917773646538,0.030866677254509957,15.590904141633194,64.59594636030745,0.0056160903791282624,0.4999502745494485,0.01788608143647788,1.5002486470356882,0.00036021582379762874,-8.094459141206091e-12,9.384110772657772e-12,4.000397843170274,1,-131.08990805487156,-59.01671871769052,25.329497805672773,1221.0,2461638.763828608,18.5688,19.279,18.243,18.049,18.047,18.096,18.115,3.141592653589793
kepler20af,19.578328,0.13936,282.563,0.929,0.045,Transit,0.9290429567405285,0.003344745838280042,5.0305379418598095,29.639908052027906,0.0002056343126996961,0.09804115430701711,4.6239763755241785e-05,10.10175715557913,4.0877201419868884e-05,-6.189573989063155e-13,1.8860659724053198e-12,20.399596619772293,1,2130.637041618387,1088.440248722554,-1067.4127278622059,5147.0,2461638.763828608,25.1108,31.025,28.156,26.875,25.873,25.378,25.161,3.141592653589793
hd111591b,1056.4,2.5,108.0,1.94,4.4,Radial Velocity,1.944200214629465,0.005834601725012684,9.611497818689266,28.820834629307132,0.004728973721968006,2.4083809396634597,0.0021650590873531087,-1.9931642338960833,0.0004920121516099874,-1.5969909065092437e-12,3.995394900742011e-12,0.8304334115347526,1,-0.024857901495850855,-0.10072156682664339,-1.645279047198721,292.0,2461638.763828608,24.8628,30.352,27.653,26.419,25.536,25.097,24.896,3.141592653589793
toi1670c,40.7750145,0.249,165.72,1.21,0.58,Transit,1.2105536646557022,0.00589149912335877,7.621139345856128,37.644262073720455,0.0001468262188573883,0.19715351303511539,0.0004575740956216599,4.875036094978048,1.9265652049417345e-05,-5.162110230747525e-12,3.2078787675791614e-13,10.144379216026326,1,430.8757779747224,354.83400145352243,-302.0509626294533,7004.0,2461638.763828608,24.6478,30.76,27.849,26.553,25.472,24.938,24.705,3.141592653589793
hd4732ac,2732.0,4.6,56.5,1.74,2.37,Radial Velocity,1.742262388334507,0.01755533359205512,15.782518031337656,10.051887893973221,0.00026751775910174657,5.158614679982049,0.001300223180751322,-4.964764186771054,1.6950258416975364e-05,-7.0769640034310095e-12,4.762766933647354e-12,0.38770098642199025,1,-0.14175824953828262,0.548677696021207,0.1718931278956858,6955.0,2461638.763828608,23.2238,28.272,25.762,24.592,23.822,23.44,23.249,3.141592653589793
hd216520b,35.45,0.198,19.56,0.82,0.03228,Radial Velocity,0.8200308143018724,0.05083114484603737,18.424469925967202,44.322991516533484,0.0013486681722829613,0.5494160443789088,3.7578416917719286e-05,1.2706982573984575,7.319983574573109e-05,1.4953076668178142e-11,5.190415899793993e-12,3.6402286035547324,1,170.34036798753718,109.78704416697221,184.37451796680327,3406.0,2461638.763828608,21.6008,23.528,21.982,21.46,21.332,21.31,21.295,3.141592653589793
hd209262b,5430.0,6.16,49.4051,1.03,32.3,Radial Velocity,1.060833393757209,0.02003100578471152,13.154972352262492,73.99697398852258,0.0002890651355839312,9.478049877642151,0.029935333744863294,-9.372542941836832,2.1973830719166475e-05,1.0169470121711061e-11,9.085659823748027e-12,0.21101387161063756,1,0.3595989519130701,0.1772940868270084,0.18052575472084667,4766.0,2461638.763828608,23.2068,28.489,25.841,24.605,23.811,23.413,23.225,3.141592653589793
upsandab,4.61711,0.059,13.47,1.27,0.62,Radial Velocity,1.2705918484250607,0.07409291500393651,27.68894083910299,151.59179012513553,0.00012399472569614255,0.1581896526892046,0.00046602238193778063,6.163336332102615,4.4781317716939975e-06,-9.780306430382531e-12,1.2048973978094565e-11,12.64305196958364,1,-955.7938539555624,-2047.0127938355606,3377.391209402519,6843.0,2461638.763828608,24.5568,31.761,28.524,27.129,25.676,24.972,24.664,3.141592653589793
hatp34b,5.4526482,0.0861,257.0,1.36,3.64,Transit,1.3634747230116484,0.0028809495735565775,5.655960193221721,25.31598992691166,0.008770302187601721,0.0592329938344361,0.002554943390917899,16.823249812878487,0.0015506301119502794,1.6435479714802853e-12,1.891475167767338e-12,33.764965613425844,1,-11115.649281668015,2682.1144487530496,2677.512280080144,990.0,2461638.763828608,15.3008,15.076,14.102,14.274,14.469,14.611,14.642,3.141592653589793
wasp59ab,7.919585,0.0697,125.0,0.719,0.863,Transit,0.7198238148239154,0.007874749498997996,6.794327071220791,8.835330823668828,0.00012777009682278487,0.08206846596506452,0.0011457786146252121,12.102879653154,1.880540861272188e-05,1.6407922568801846e-12,7.740309486022951e-12,24.36989623823813,1,-1704.101796496652,-1947.3455525087024,1187.348200398976,7984.0,2461638.763828608,24.9058,30.869,27.987,26.701,25.681,25.178,24.958,3.141592653589793
kepler1708b,737.1131,1.64,1667.0,1.088,4.6,Transit,1.0923911334762588,0.0004672012393328684,2.0387127858753193,13.292103332290164,0.0009245943535681081,0.48256097973591433,0.0040359682686203074,1.5897159800532064,0.0004535186908003495,-1.4310932222192227e-12,1.0591134426725297e-12,4.144553919578241,1,6.75966629845513,6.098471789683867,-1.4453902195633308,7537.0,2461638.763828608,19.1568,19.663,18.662,18.531,18.562,18.631,18.658,3.141592653589793
kepler50c,9.37647,0.087,251.91,1.24,0.11,Transit,1.2401050053657365,0.0038390039961413735,6.226636062648288,43.48914629229322,0.0004081483440864531,0.05546517174510103,8.468174656179495e-05,17.973866903447203,6.554877143612294e-05,2.6910072777043215e-12,7.217927252298894e-14,36.05866415038461,1,-4955.307232709791,-5631.870212056674,-5348.410572558885,7653.0,2461638.763828608,21.1278,24.737,22.508,21.614,21.309,21.173,21.083,3.141592653589793
ksiaqlb,136.75,0.58,62.7,2.2,2.02,Radial Velocity,2.201928280352618,0.01579707996379992,16.830807903121634,84.59146016121113,0.00018140945975164005,0.5496110927846339,0.0008764910693718346,1.2698572788114464,1.0778416627165815e-05,5.998629022310612e-12,4.549139883142874e-12,3.6389367431921604,1,-58.21777138926409,47.12224298103957,61.68429692978888,6584.0,2461638.763828608,24.8938,30.679,27.848,26.579,25.623,25.15,24.942,3.141592653589793
psrj18101744b,0.070833333,0.00566,2000.0,1.4,45.0,Timing,1.4429567405286192,0.0001825938566552901,1.464821503535054,8.419731903079574,0.0015726053779214035,0.002637509907756817,0.030683386091871163,379.14285766303465,0.001073581575725257,5.772122995891e-13,8.0706971577421e-13,758.2909903458848,1,11553261.593121354,-9589715.215271253,14813760.97907912,1465.0,2461638.763828608,21.3288,25.15,22.801,21.86,21.535,21.39,21.295,3.141592653589793
wasp153ab,3.332609,0.048,430.0,1.336,0.39,Transit,1.3363722917512482,0.0021006601177959807,4.781416728130169,29.961845583499418,0.0006283191462487625,0.023346199112913888,0.0002786614904551173,42.810178657053186,0.00013140857239073457,-4.549452613414978e-13,1.1158205528344819e-12,85.6670497123322,1,-47889.70830602101,34998.3373728578,-37197.050256484945,4446.0,2461638.763828608,18.1338,21.832,19.608,18.687,18.36,18.212,18.114,3.141592653589793
hip109384b,499.48,1.134,56.2,0.78,1.56,Radial Velocity,0.781489167004992,0.017655796317900447,10.600347595726138,58.99985461517553,0.00013689658962280006,1.903516442347217,0.0019091884679386499,-1.3781729371622002,1.2914349117947246e-05,3.3110407525969344e-12,4.3883859073358444e-13,1.0506870103700336,1,-1.168102357065296,-1.924475826516768,-1.9018796288183688,7257.0,2461638.763828608,24.9978,30.818,27.903,26.596,25.691,25.245,25.045,3.141592653589793
112pscc,36336.7,22.21,31.7627,1.1,9.866,Radial Velocity,1.1094180267123412,0.031345252603593186,16.828618551029155,84.83224880898844,0.00018226833095219555,41.55111471514048,0.008561842465764873,-41.52704797212154,1.083085521247666e-05,1.2442162078012078e-11,9.176403649555425e-12,0.048133486037890486,1,-0.011443069915380613,0.05896690781617951,0.00481399215450103,7235.0,2461638.763828608,22.6428,28.043,25.35,24.106,23.275,22.861,22.668,3.141592653589793
toi1136d,12.5199,0.1062,84.536,1.022,0.02627,Transit,1.0220250771905264,0.011684268232515664,9.861580076523184,55.21772371700804,0.0001684816082181625,0.12739028721192897,2.453736842110975e-05,7.722501740556095,1.708464636607835e-05,-3.1147369628741647e-12,2.8456327012142646e-12,15.699784055536048,1,-2424.695765385366,2086.053431007569,1131.7998163069637,6896.0,2461638.763828608,24.5808,30.306,27.493,26.227,25.292,24.83,24.625,3.141592653589793
psrj22340944b,0.42,0.0123,1000.0,1.4,15.0,Timing,1.4143189135095395,0.00035501355013550133,2.0221394859091837,7.116196216653219,0.0010694235712190533,0.008242095455236654,0.010227795363957053,121.3201270590958,0.0005288574693640506,5.51599707304182e-13,9.699573108571675e-13,242.65673830910205,1,-187838.41293279637,-874306.813791368,-1155230.0740342757,738.0,2461638.763828608,24.3938,30.332,27.46,26.177,25.164,24.664,24.446,3.141592653589793
k2266ad,14.697,0.1035,77.5586,0.68,0.028,Transit,0.6800267286385512,0.012749963471196652,8.402962629707787,58.99687618639388,0.0001420828337284375,0.15881004053066705,3.930682139873691e-05,6.138021045580005,1.6908659479945637e-05,-9.71712071452034e-12,1.0074327037947593e-11,12.593662172221343,1,-563.6112020239591,-1849.3392062341752,1755.5684939364191,6968.0,2461638.763828608,24.9278,31.767,28.684,27.327,25.971,25.305,25.014,3.141592653589793
trappist1g,12.35294,0.0451,12.1,0.08,0.00422,Transit,0.08000402838766733,0.08231006804564395,7.323140699333566,52.064031840374234,0.002553429297855451,0.5089718851929096,5.035484584188189e-05,1.4557731804819496,0.00034867953555607953,5.476911425697418e-11,3.502646686292173e-11,3.929490131349718,1,-454.3052097636151,-307.67072719203156,-369.34362075286623,2989.0,2461638.763828608,17.7838,18.173,17.148,17.068,17.132,17.22,17.248,3.141592653589793
dstucab,8.138268,0.0795,44.12,0.959,0.0453,Transit,0.9590432431187987,0.02241216503576412,13.230491288260472,42.92870360319002,0.0009316925186391365,0.1361932719805797,4.5091886130146425e-05,7.206313339818817,7.042009992976113e-05,4.414190214517151e-12,1.1273556827288611e-11,14.685013223598794,1,2856.439865055187,3009.8072960913046,252.49238898735635,3948.0,2461638.763828608,17.6738,20.727,18.745,17.989,17.733,17.625,17.557,3.141592653589793
aumicc,18.859023,0.119,9.79,0.5,0.101,Transit,0.5000964140176309,0.10200736181271665,20.382506915968012,57.72570231964236,0.000542042959743908,0.5963574804600983,0.00019282803526180365,1.080489096912396,2.659353738863506e-05,3.177686485600625e-11,2.747204037453903e-12,3.3536931547449886,1,-66.71032639871461,-247.96223199625427,184.13761529251823,7263.0,2461638.763828608,19.6268,22.165,20.361,19.71,19.523,19.459,19.42,3.141592653589793
hd43691ab,36.99913,0.238,85.6,1.14,2.57,Radial Velocity,1.1424533071813008,0.011517715185455128,10.351835626939915,2.158597469941724,0.0002392704445216417,0.26858751741961356,0.002152023843246636,3.4545936996646587,2.3113817987889744e-05,-5.0757578813047785e-12,6.379247089201057e-12,7.446362434168544,1,-251.2459316023535,-248.89856403931876,-134.54051094375367,6078.0,2461638.763828608,24.3788,29.965,27.246,26.016,25.088,24.631,24.422,3.141592653589793
k2379b,8.777247,0.1256,182.207,0.856,0.01759,Transit,0.8560167913125755,0.00526814448464187,6.060172005559051,19.916391034883894,0.00027435129554137196,0.11374691609091926,1.9616019363925736e-05,8.677700222578652,4.527120604657872e-05,-5.7657063152361955e-12,2.4033266927654102e-12,17.582894277339143,1,-2011.9469651158845,-1628.2644606935612,4190.0717012383575,4543.0,2461638.763828608,22.6338,28.49,25.647,24.375,23.387,22.899,22.684,3.141592653589793
toi2145b,10.261127,0.111,124.6,1.72,5.56,Transit,1.7253075439408694,0.007336976948825775,10.153290409294085,17.972598418225846,0.0009821620194774437,0.08774010063731974,0.0030857813609706086,11.309557061507213,9.673337212716732e-05,3.6059777361478225e-12,4.826721869770181e-12,22.794594324289065,1,1029.7995068405053,-295.9367318468601,480.9608054251804,1452.0,2461638.763828608,23.8228,29.471,26.72,25.481,24.541,24.078,23.869,3.141592653589793
hd8673ab,1634.0,3.02,38.25,1.35,14.2,Radial Velocity,1.3635552381223643,0.025991999714275512,16.989131782419648,18.011954356863757,0.00022903199796443216,4.647338626669252,0.010040917127677343,-4.432161709226354,1.3481089021949577e-05,1.3436824880015435e-12,8.539977318191145e-12,0.43035383488579576,1,1.335005869051419,-0.6605532674561961,0.5413735425216385,6588.0,2461638.763828608,23.5498,29.075,26.418,25.22,24.273,23.812,23.597,3.141592653589793
hd125612ab,502.0,1.37,52.82,1.1,3.0,Radial Velocity,1.1028637827019079,0.018655979549015628,12.944489761009205,25.891517280591017,1.5683434758401706e-05,2.0037209267955944,0.0026034388199163406,-1.5046494310463199,1.2115915766446528e-06,3.3080875704879585e-12,8.588698971567001e-13,0.9981429914985491,1,0.5896129841513571,1.8113545513327507,5.658600812047542,3620.0,2461638.763828608,28.4068,25.969,26.273,26.738,27.11,27.396,27.587,3.141592653589793
lhs2397ab,5194.0,3.09,14.3905,0.0839,64.0,Imaging,0.1449940309740368,0.06818820539881636,8.973144521725308,41.08118134130206,0.0009512365566268527,23.929737413953553,0.728176769654789,-23.88794840546168,0.00010600927627140837,2.0015274996069517e-11,4.264171572336382e-11,0.08357801698374633,1,-0.2969551388372455,-0.12022321144972342,-0.3100644872179342,768.0,2461638.763828608,23.5108,31.304,27.776,26.317,24.718,23.97,23.647,3.141592653589793
hd10647ab,1003.0,2.03,17.3,1.1,0.93,Radial Velocity,1.1008877726375916,0.05758598234467361,22.72191256114701,162.8293390016425,0.0004360946765623248,5.164223748623751,0.0008070660341740657,-4.970583804137129,1.9192692313587116e-05,1.482707037132403e-11,3.719623799841055e-12,0.3872798889732447,1,1.0588941300331862,-1.0437079749738596,1.6521409495870447,4598.0,2461638.763828608,24.0208,28.592,26.149,24.996,24.461,24.193,24.043,3.141592653589793
hd204313e,7325.6,7.457,47.37,1.045,15.317,Radial Velocity,1.0596215198817078,0.020983261849172378,13.456337008528038,28.591398092782157,0.0006017983951075248,11.698600303498818,0.013991885054266174,-11.613119991832736,4.472230405095616e-05,-1.014139797174886e-11,9.97816532634124e-12,0.1709606233321639,1,-0.20079548816002,0.039289983260765673,0.3109464376966208,7865.0,2461638.763828608,19.8248,21.107,19.947,19.569,19.478,19.475,19.473,3.141592653589793
hd140901c,7417.5,7.421,15.2528,0.99,6.284,Radial Velocity,0.9959986701662631,0.06542280544786923,23.036098738249283,83.7946195765177,0.0001358119265340011,21.120486831774247,0.00605926279420529,-21.073139438318545,5.895613145141548e-06,1.8918641539212932e-11,1.898422725990478e-11,0.09469478691140511,1,0.25194037452281637,-0.266838054745582,0.17204218976039273,7198.0,2461638.763828608,23.2798,29.541,26.583,25.27,24.142,23.586,23.343,3.141592653589793
gj3021ab,133.71,0.49,17.62,0.9,3.37,Radial Velocity,0.9032169825684766,0.05662694627749029,20.409040556471545,114.60140667793503,0.00021780745925681228,1.3625974983021045,0.003574425076085139,-0.6287050603326582,1.0672106738880837e-05,1.041112936116119e-11,8.753813400015094e-12,1.4677848759388927,1,17.13113057737988,-27.134802781640744,0.393513922633878,7890.0,2461638.763828608,23.2578,28.462,25.929,24.75,23.901,23.482,23.279,3.141592653589793
