name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method,M_lens,pi_rel,theta_E,te,thetas,s,q,u0,rho,piEE,piEN,r_s,a_s,v_para,v_perp,v_radial,DS,t0,W149,u,g,r,i,z,Y,alpha
psrj02512606b,0.2024406405,0.007596,960.0,1.4,25.0,Timing,1.423864855849233,0.000599775371925173,2.6372036616369283,16.203827587102392,0.00039216171956436,0.003000337105208122,0.017046325606595088,333.29288107040543,0.00014870361560204374,-1.3234745642995264e-12,4.715241087617148e-13,666.5917628150213,1,-3275581.4431640254,3028954.3446596237,-4538285.0047057895,2263.0,2461638.763828608,24.0428,30.6,27.554,26.216,24.982,24.378,24.116,3.141592653589793
hats1b,3.446459,0.0444,303.0,0.986,1.855,Transit,0.987770772304013,0.0005302469305102256,2.065295209128583,11.58275016658567,0.005083262652093101,0.07095094823135448,0.001795915115631945,14.023293384335329,0.0024612765427553082,-1.4969191551144092e-12,1.190352157550903e-12,28.188488665133367,1,16543.98920068192,-928.3371409719301,7422.130295817841,361.0,2461638.763828608,22.2368,27.31,24.791,23.616,22.837,22.451,22.26,3.141592653589793
hatp2c,8500.0,9.0,118.0,1.34,10.7,Radial Velocity,1.350214158303472,0.008247355185069648,9.522997019651921,27.823014338582578,0.0002588799306632469,8.00915786104759,0.007622506196620728,-7.884300789012154,2.7184711927244654e-05,5.784478973782273e-12,2.909218102976007e-13,0.2497141440708726,1,-0.15106752762879852,-0.09658471750093126,0.09806051634488933,4401.0,2461638.763828608,22.8848,28.762,25.908,24.632,23.639,23.15,22.935,3.141592653589793
hd27894d,5019.5,5.362,42.37,0.8,6.493,Radial Velocity,0.8061981803611629,0.02341349354720756,12.398495453152448,47.36562776108338,0.00018032867012899415,10.207029231970113,0.007747725451453533,-10.109057532538918,1.4544399424136878e-05,-1.0226466144392706e-11,1.0920423731515848e-11,0.19594339886239057,1,-0.06998921116903495,-0.20359254454247244,0.2378388833001649,5316.0,2461638.763828608,25.2538,31.473,28.528,27.22,26.102,25.552,25.313,3.141592653589793
moa2009blg387lb,1970.0,1.8,5700.0,0.19,2.6,Microlensing,0.19248194500832022,5.003102187372117e-05,0.2800461820891045,1.5098913979764772,0.00021700688893585478,1.1276335614664201,0.013062868464843393,-0.24082065151758913,0.0007748967949393719,9.80449971895061e-13,1.1896161923771516e-12,1.773625819897662,1,-1.7520858281281444,0.9304724020615635,-1.4218595450842415,7974.0,2461638.763828608,23.9358,29.121,26.586,25.406,24.569,24.156,23.956,3.141592653589793
kepler77b,3.57878087,0.04501,570.0,0.95,0.43,Transit,0.9504104755206068,0.0015629251186553403,3.47808076881608,24.441698293312026,0.00020264212281549606,0.02270358784899092,0.0004320794953755892,44.02319817231909,5.826262708800588e-05,-4.856878761470424e-13,6.540009283244774e-13,88.09180352033617,1,6429.883168833795,40143.963329263046,44189.42391951179,5223.0,2461638.763828608,22.8038,28.952,26.029,24.729,23.637,23.098,22.863,3.141592653589793
gj328c,241.8,0.657,19.8,0.69,0.0673,Radial Velocity,0.690064244191946,0.05017060234451539,16.79130268288462,87.98069373974637,0.0007210718872383009,1.9761312632188102,9.310752455961677e-05,-1.4700920042825614,4.294317724218561e-05,1.992942719302088e-11,5.936184710357869e-12,1.0120785178724976,1,2.7749173141859282,0.22302571153288578,9.174020712755583,2990.0,2461638.763828608,22.5688,27.337,24.865,23.723,23.098,22.784,22.616,3.141592653589793
kepler428b,3.52563254,0.0433,720.0,0.87,1.27,Transit,0.8712123346771409,0.0010846601088462969,2.7741108577996836,10.841162474936082,0.0003276046429197011,0.02167861775235208,0.0013934881346448766,46.106723636653484,0.000118093565727054,-1.5050084771439506e-12,2.156523165247596e-12,92.25680450881167,1,-52610.08106413043,-14402.41560977719,-48604.505623182915,3287.0,2461638.763828608,24.3028,30.343,27.448,26.157,25.103,24.584,24.357,3.141592653589793
kepler59b,11.8681707,0.112,1203.57,1.04,2.05,Transit,1.041956918179637,0.0007055325317153479,2.4467994454764175,3.8730382117426307,0.0008321493668951476,0.03803192388604078,0.001881652095804919,26.25566815282871,0.00034009708823238655,8.536147251884192e-13,1.6552512033784291e-12,52.587400153429506,1,-472.3532280554221,8921.529735800228,-3722.592242540597,7979.0,2461638.763828608,18.7418,19.721,18.602,18.317,18.277,18.308,18.32,3.141592653589793
hd110067e,30.793091,0.1785,32.22,0.798,0.0123,Transit,0.7980117415090778,0.030905835875608658,14.172284370483988,86.32474147770695,0.00011973343953647495,0.3909064409888541,1.4713670523587339e-05,2.167250435296827,8.4484220332072e-06,-6.737628755833651e-12,1.4207468138291046e-11,5.1163137525713624,1,-307.29337811162577,-215.14744652534236,-383.4761193088807,7646.0,2461638.763828608,25.1768,31.728,28.688,27.351,26.117,25.512,25.249,3.141592653589793
kelt8b,3.24406,0.04571,236.0,1.211,0.874,Transit,1.2118343153604894,0.0041115810331419315,6.370023292896896,28.391662212406995,0.0002920852110486877,0.030405923459329035,0.0006889474487937159,32.85792260692062,4.585308367308278e-05,2.287954774566836e-12,1.4694913667097457e-12,65.77665706075989,1,498.37409734045013,-22681.281286739242,39206.83150899324,7955.0,2461638.763828608,23.3358,27.998,25.523,24.405,23.832,23.546,23.388,3.141592653589793
toi1411ab,1.4520358,0.02122,32.5,0.59,0.0063,Transit,0.5900060139436739,0.030625449317038103,12.130659822866027,36.19449280273478,0.000271551757455947,0.0538242013589674,1.0193124871197877e-05,18.52517882612199,2.238557188324397e-05,6.185865698621226e-12,4.5081762966484004e-12,37.158006054961916,1,-57969.13037392106,-2159.858574748415,12963.779796470468,6955.0,2461638.763828608,20.9898,26.118,23.627,22.478,21.637,21.227,21.023,3.141592653589793
kepler56c,21.40239,0.1652,936.96,1.32,0.57,Transit,1.3205441187133626,0.00025372254224686184,1.6518513215396355,8.253164744002126,0.0010481627016076845,0.13211228628382807,0.0004122111464867539,7.437206420771282,0.0006345381620851488,1.0132897390704101e-12,1.344780775415241e-13,15.13863741411022,1,1385.2698357080862,-194.835076724596,492.934434133951,757.0,2461638.763828608,25.2078,31.454,28.506,27.198,26.067,25.51,25.269,3.141592653589793
toi1408b,4.424711,0.058,139.484,1.375,1.69,Transit,1.376613264255408,0.007044030563492848,8.886516693797493,36.23803515696004,0.0007327051159217182,0.0467920464304005,0.0011732830948422974,21.324361307322178,8.245132948809101e-05,4.968029131074194e-13,2.372034761614127e-12,42.74230670750516,1,20342.541987878052,-18464.607620904375,6950.217325770333,7984.0,2461638.763828608,20.4008,21.653,20.431,20.07,20.0,20.013,20.016,3.141592653589793
hd85472b,6290.4,7.661,75.8274,1.36,31.942,Radial Velocity,1.3904916490214483,0.013060715609248251,12.161374131518027,39.64847800816865,0.00021349898275107497,8.307620476042494,0.02242033016282954,-8.187249064892479,1.7555498288450835e-05,-6.750316249094767e-12,6.172467896516645e-12,0.24074282230003136,1,0.3225872508493313,-0.10662311427448024,-0.04772047995976901,7866.0,2461638.763828608,24.0058,29.452,26.818,25.616,24.702,24.254,24.044,3.141592653589793
toi1347b,0.847423431,0.0171,147.5,0.913,0.0384,Transit,0.9130366564185843,0.005264509501797637,6.256594868968872,3.0121147464933093,0.0018013819909500099,0.01852960049640179,4.0149417945697776e-05,53.94917467862106,0.00028791731423819834,4.376735978173584e-12,3.1572737092671137e-12,107.93540855823493,1,42356.47127018356,-105472.72332993883,271130.81419925985,660.0,2461638.763828608,22.2968,28.306,25.423,24.137,23.092,22.576,22.35,3.141592653589793
toi561d,25.7124,0.159,86.01,0.805,0.03823,Transit,0.8050364941375647,0.011379945927200562,8.637595333493598,39.19055117718342,0.0003120030888838839,0.21402047466359683,4.5334332378443836e-05,4.458429680265865,3.612152188631067e-05,3.973165465793798e-12,8.219657115482119e-12,9.344900309858923,1,-443.05881038144366,-234.47251023457824,-521.7409732063571,4055.0,2461638.763828608,22.8838,28.713,25.877,24.607,23.629,23.146,22.933,3.141592653589793
hd96700ab,8.1245,0.0777,25.6,1.06,0.028,Radial Velocity,1.0600267286385512,0.03893227471024873,18.332777517225168,61.2311899046652,0.0003608652678484166,0.16555899656493506,2.5215696746359523e-05,5.874583917733189,1.9684156833810573e-05,3.405864050970907e-12,8.82009693593963e-12,12.08028582859625,1,2670.2079799179696,421.92789151860205,2313.161061681477,7679.0,2461638.763828608,22.2728,26.6,24.131,23.079,22.644,22.434,22.308,3.141592653589793
tyc42826051b,101.54,0.422,700.0,0.97,10.78,Radial Velocity,0.9802905258421892,0.001288358304623027,3.2070867210328178,23.418944238955497,0.00013865592028501828,0.18797656418314662,0.01060878952803023,5.1318355323167895,4.323422855256162e-05,2.6642386528248416e-12,2.6295377295594196e-12,10.639624192999872,1,-91.78926622744424,53.23059143029632,-35.76664279469392,7132.0,2461638.763828608,23.7858,30.007,27.066,25.76,24.637,24.085,23.846,3.141592653589793
k2314b,3.5951,0.047,324.7,1.05,0.02753,Transit,1.0500262799792612,0.0029466810296173147,5.019744565811937,20.21506926424773,0.0001411817502000464,0.02883592923470943,2.5028551677310014e-05,34.65012280521499,2.812528572899813e-05,1.3894124829173898e-12,1.979569877410496e-12,69.3579174688994,1,41548.05284027317,20643.026824981633,-40755.85382952807,7514.0,2461638.763828608,23.7818,29.874,26.967,25.673,24.598,24.069,23.838,3.141592653589793
k2133c,4.86784,0.04341,75.2,0.46,0.01,Transit,0.4600095459423397,0.013172181038263642,7.024691201892912,21.1580628605494,0.0001499529374800877,0.08217594506393681,2.075204856455054e-05,12.086835305393263,2.1346552207117738e-05,-4.976320093732781e-12,7.318541050630584e-12,24.338022500914402,1,1382.5445063982363,-8791.58258665328,3848.517740372548,7956.0,2461638.763828608,25.1568,31.09,28.227,26.948,25.931,25.429,25.209,3.141592653589793
k2310c,65.55,0.28,336.25,0.69,0.0303,Transit,0.6900289242052892,0.0021170796660327533,3.449190796198322,11.923422882210101,0.001830538621006921,0.2414229318843865,4.19191381003921e-05,3.900685658193062,0.0005307153849026067,2.4262875668115593e-12,2.2482214370322845e-13,8.284217180154897,1,279.2163108831875,-215.5828764789259,-256.50931099932296,1167.0,2461638.763828608,23.7008,28.648,26.189,25.084,24.329,23.959,23.766,3.141592653589793
kepler419b,69.7546,0.37,1041.31,1.39,2.5,Transit,1.392386485584923,0.0007830238520477922,2.9797674088850883,12.591366199447188,0.002772494212167531,0.11924476423146836,0.0017168961042613759,8.266867669676996,0.0009304398067783717,1.38878966297004e-12,1.605757786534349e-12,16.772224867816927,1,-1.0352404504675516,-65.69366825294568,-108.92352838164803,5640.0,2461638.763828608,16.3678,17.446,16.2,15.913,15.884,15.921,15.929,3.141592653589793
toi532b,2.32666508,0.0296,134.61,0.639,0.1935,Transit,0.639184713984273,0.006325115823932862,5.738024546730678,9.417515557329196,0.0014109822632792336,0.03832233694284298,0.0002890672680329646,26.056119698037445,0.0002459003532989696,-3.8219064924953706e-12,6.270112137701997e-12,52.18888406996058,1,-9708.59399928529,50465.924000077,-16751.482545649,906.0,2461638.763828608,24.3538,30.17,27.337,26.068,25.096,24.615,24.404,3.141592653589793
wasp108ab,2.6755463,0.0397,220.0,1.167,1.167,Transit,1.1681140114710422,0.0043218409497479265,6.411977312756881,9.45541056984382,0.000279349537907235,0.02814335370393841,0.0009545942339693249,35.50422462630901,4.356683192740843e-05,-3.2233861628321504e-12,3.827948923033229e-12,71.0647359600259,1,44794.84301534419,-18678.899582491667,-60339.37507047286,4472.0,2461638.763828608,23.1318,28.99,26.146,24.874,23.885,23.397,23.182,3.141592653589793
kepler20ag,34.951009,0.2055,282.563,0.929,0.06598,Radial Velocity,0.9290629841275574,0.002284328628708204,4.157352409448578,29.78391940900852,0.0020544303903647565,0.17493620187176262,6.779776916824117e-05,5.541433476332708,0.0004941679675015214,-2.1935587052591156e-12,3.6728229301500085e-12,11.432739356408941,1,122.39288839581485,-587.89520278189,699.66294875073,797.0,2461638.763828608,22.9318,27.485,25.051,23.866,23.335,23.071,22.925,3.141592653589793
wasp171b,3.8186244,0.0504,774.0,1.171,1.084,Transit,1.1720347801496227,0.0011488462343661114,3.3114345265729788,20.80172737250819,0.00010373401103281856,0.01966406961914377,0.0008836722029229277,50.83450901703731,3.1326003941914996e-05,1.1604049589070477e-12,1.1093231817145394e-12,101.70834617331292,1,-13977.186965193288,-25984.444573301855,19458.44954783344,6986.0,2461638.763828608,24.8008,32.115,28.556,27.071,25.775,25.174,24.92,3.141592653589793
kepler68ab,5.3988,0.0617,144.166,1.064,0.02407,Transit,1.0640229770832117,0.006798059110741804,7.675080545018614,28.748535501917907,0.00016190184389378907,0.05576213242263276,2.1595003018460196e-05,17.87755491544047,2.109448141216822e-05,-2.1854971376970155e-12,3.4847972816911737e-12,35.866634095726205,1,-1062.8988248478236,-3968.7054400567545,1776.1928405886888,7226.0,2461638.763828608,24.1828,29.424,26.717,25.426,24.72,24.368,24.192,3.141592653589793
hd113337ab,323.4,1.03,36.9,1.4,3.1,Radial Velocity,1.4029592421253048,0.02696476964769648,17.552373622478655,119.80568106913327,0.00030661499510804244,1.5902851507811941,0.002113744375217791,-0.9614671054710364,1.7468577282070406e-05,-8.1951426768207e-12,1.0267577362874067e-11,1.2576360906203154,1,6.993615839855703,7.23163827565447,-9.088613507943677,7380.0,2461638.763828608,22.6698,26.766,24.447,23.405,22.998,22.802,22.682,3.141592653589793
nltt51469b,113777000.0,3834.0,46.6,0.42,60.0,Imaging,0.4772756540381594,0.02104821226024848,9.0449718255795,18.355417514435544,0.0007261187364486324,9096.178484372087,0.1363706048527607,-9096.178374435809,8.027871733056625e-05,-1.521646770535327e-11,4.2125841558457764e-12,0.0002198725545498199,1,-1.2369719935415348e-05,-6.66464489400624e-06,7.648993900160478e-06,2433.0,2461638.763828608,23.2508,27.802,25.375,24.2,23.667,23.4,23.253,3.141592653589793
kepler42b,1.2137672,0.0116,38.7,0.13,0.009,Transit,0.1300085913481057,0.02570679687255679,5.217049767063356,30.982699649689827,0.0001696249244950553,0.05745423475917999,6.608729312095326e-05,17.347703177771162,3.2513572242676935e-05,2.4894684660536105e-12,3.2474161647325456e-11,34.810314825060686,1,21539.631919691397,16788.97764764372,60305.35565035379,7519.0,2461638.763828608,22.8238,27.975,25.336,24.076,23.364,23.007,22.83,3.141592653589793
hd133131ac,3407.0,4.36,47.0,0.95,0.48,Radial Velocity,0.9504582052323052,0.02113853140669935,12.791423805276356,46.10066757061469,0.0004043256253998846,7.252199509529449,0.0004823212971634484,-7.114310307958809,3.1609118074338496e-05,7.49817155223744e-12,7.654637890411861e-12,0.27577840314127927,1,0.6755949762442097,0.13199663148285654,-0.07290246537009328,7243.0,2461638.763828608,21.2948,24.775,22.666,21.797,21.486,21.345,21.252,3.141592653589793
tyc21875121b,694.86,1.22,15.485,0.498,0.34,Radial Velocity,0.4983245620395495,0.06441220743419367,16.16795935098456,74.27822790927584,0.0002156987101882274,4.872966349650468,0.0006517310031115874,-4.667752537724241,1.3341121504928343e-05,-2.1966660772543543e-11,2.0015328371977622e-11,0.41042762385245235,1,-3.4615417819509258,-0.16128183877587665,-0.08732142798837225,6009.0,2461638.763828608,24.5138,29.652,27.025,25.77,25.055,24.697,24.519,3.141592653589793
wasp34b,4.31768509,0.0545,120.0,1.01,0.58,Transit,1.0105536646557023,0.008203463203463204,8.21662143553716,48.20229208367407,0.00013141926289973838,0.0552741379446278,0.0005481828274279292,18.036369389843614,1.599431882444355e-05,-2.0240628877579933e-12,3.046392699685457e-12,36.183287055576486,1,-13103.054885757225,-14367.871317296185,3239.293708711774,7700.0,2461638.763828608,24.7118,30.62,27.686,26.359,25.434,24.974,24.765,3.141592653589793
sigperb,579.8,1.8,108.3,2.25,6.5,Radial Velocity,2.2562048625208,0.009100259228161786,12.93097040094981,69.38233951874209,0.00012564534367125646,1.2853249291899729,0.002757716675911383,-0.5073115433994927,9.716621396181335e-06,3.975547851844671e-12,4.659947823122288e-12,1.5560267715809604,1,1.1336949280328585,-3.2755216691196747,-3.4681011167500024,7499.0,2461638.763828608,25.0658,31.026,28.051,26.723,25.784,25.324,25.118,3.141592653589793
hs22012610b,1170.0,1.7,1400.0,0.5,3.2,Timing,0.5030547015487018,0.00038061871395204727,1.2487274113418512,6.757652506035189,0.000287053607544222,0.9724185624954552,0.00610940309740368,0.05594518802136361,0.0002298769170412952,2.016408748217484e-12,7.695034958580915e-14,2.0567275010336377,1,-0.9461941661004353,-1.3399198280789653,-1.5098290671115326,2997.0,2461638.763828608,25.5238,31.927,28.819,27.452,26.359,25.826,25.594,3.141592653589793
hd93351c,14010.3,11.154,56.163,0.94,13.07,Radial Velocity,0.9524765466379789,0.017488660556093983,11.64716934123687,46.97199456102793,0.0003113419394900739,17.051396463068823,0.013272921955296892,-16.99275024003566,2.6731124994273587e-05,5.5739130021473045e-12,8.856948286329262e-12,0.11729244606632355,1,0.15299807308086102,-0.12620003482562572,-0.0669945376706101,3158.0,2461638.763828608,24.5088,30.561,27.587,26.258,25.277,24.788,24.57,3.141592653589793
hd87883b,2754.0,3.6,18.1,0.82,6.31,Radial Velocity,0.8260234896163464,0.05447997927645967,19.14386556838443,91.54881259806402,0.0010194653176670869,10.38949144904042,0.007345719044324927,-10.293240347154931,5.325284561915781e-05,9.961081861869778e-12,5.9752571316458805e-12,0.1925022037709768,1,-0.07876105861705462,-0.5588321434448598,0.26403982034463397,1301.0,2461638.763828608,24.6798,29.911,27.264,26.015,25.257,24.877,24.693,3.141592653589793
k2380b,9.401312,0.0953,249.303,0.993,0.02504,Transit,0.9930239030396185,0.003563755885637345,5.368448550769244,11.435914019299116,0.00047629083500441217,0.07120600175548797,2.4071540401401708e-05,13.972554009287798,8.87203873707916e-05,2.74464208929335e-12,2.1363635303226245e-12,28.087520022086572,1,5807.5585074550445,3462.479052485313,-1410.1232605558912,2235.0,2461638.763828608,25.0318,30.886,27.984,26.672,25.746,25.287,25.08,3.141592653589793
toi620b,5.0988179,0.04825,33.022,0.577,0.0485,Transit,0.5770462978203474,0.03014636023511322,11.902487719702615,30.98640723837171,0.00044383705798079306,0.122759808575689,8.023885675478729e-05,8.023228781683788,3.7289436329019995e-05,1.6872422225457312e-11,5.241851062634017e-13,16.291977180518952,1,-5513.9529177707545,5226.3797795990995,2515.1829659811497,7327.0,2461638.763828608,22.2728,25.087,23.225,22.517,22.286,22.192,22.132,3.141592653589793
toi1011b,2.470498,0.0346,52.62,0.91,0.01271,Transit,0.9100121328927137,0.018273186767755575,11.637125238085721,64.52262211612526,0.0006723008414120011,0.05650404600555162,1.3332849135989142e-05,17.641343642667017,5.7772072368157563e-05,9.912657212850408e-12,1.029638977374495e-11,35.395695377345135,1,11970.56699308037,-2511.2007034826365,-30795.71756485509,1368.0,2461638.763828608,23.6838,29.807,26.805,25.472,24.458,23.961,23.743,3.141592653589793
k218b,32.939623,0.1429,38.07,0.36,0.02807,Transit,0.3600267954601475,0.026133533345359374,8.7534942071887,26.367925148598705,0.0001737117319600586,0.4288129607389877,7.443183374310821e-05,1.9032061048150632,1.9844844567030154e-05,9.187534714250711e-12,6.279753723042661e-12,4.664038131108102,1,306.36567518000277,-36.63893919876669,-81.61279774804694,7470.0,2461638.763828608,23.1508,28.456,25.78,24.529,23.746,23.355,23.169,3.141592653589793
hd207496ab,6.441008,0.0629,23.6382,0.8,0.0192,Transit,0.8000183282092922,0.04212859686068467,16.567364832084635,46.82621491199942,0.00013511083079268652,0.16061378125016645,2.2910261615263794e-05,6.065502011655766,8.155239663161677e-06,-6.833862031642642e-12,3.812565340797533e-12,12.452231585811864,1,-2004.4268613057645,-654.9691380053198,2600.9671079480295,5688.0,2461638.763828608,23.7878,30.856,27.559,26.149,24.807,24.163,23.887,3.141592653589793
bd032562b,481.9,1.3,2618.0,1.14,6.4,Radial Velocity,1.1461094030974035,0.0002504958190098404,1.529073102759291,8.414275991284478,9.931010272082604e-05,0.3247472343683709,0.005359125524038316,2.7545707525730325,6.494791030044009e-05,1.856446273732805e-13,1.0924502841470454e-12,6.158635973882807,1,22.940658872891017,-2.9995049489057197,17.977812746723718,7606.0,2461638.763828608,24.3318,31.462,28.143,26.728,25.367,24.714,24.434,3.141592653589793
kic9091810b,1298.0,2.35,465.5,1.068,60.0,Timing,1.1252756540381597,0.001448894590020787,3.6438696021045045,3.39238367842906,0.001917476574106413,2.319851787558425,0.053628889548838474,-1.8887897665435092,0.0005262198661003074,2.5989720527983215e-12,1.9843262499148858e-12,0.8621240420298317,1,0.7648728218049766,1.3974650624024896,1.7778071150813497,278.0,2461638.763828608,25.3058,31.586,28.548,27.205,26.128,25.6,25.37,3.141592653589793
hd180902b,510.9,1.4,110.0,1.41,1.685,Radial Velocity,1.4116084912842382,0.007643731088014734,9.37399680797818,11.138916589906646,0.001869268574396055,1.3577210434337446,0.001140773960452704,-0.6211927228068874,0.00019940998622968657,3.6641331456120426e-12,5.205858265795669e-12,1.4730566412537143,1,-1.8795608258680208,2.714621747836996,-6.885408697982949,691.0,2461638.763828608,23.9858,29.367,26.669,25.418,24.605,24.199,24.009,3.141592653589793
kepler60c,8.9187,0.08701,1056.17,1.04,0.01211,Transit,1.0400115601361732,0.0006982465553649658,2.431859357271771,9.193246980993827,0.0006927869839883252,0.03387637148558114,1.1115515551315888e-05,29.48522370172125,0.0002848795436778638,7.696593048536349e-13,6.161765299906668e-13,59.03820014641366,1,-5828.195669233145,1771.7680889546077,-8031.472984048728,4023.0,2461638.763828608,21.8218,25.806,23.504,22.514,22.128,21.941,21.824,3.141592653589793
toi1296b,3.9443715,0.0497,313.7,1.17,0.298,Transit,1.1702844690817227,0.0013080597572988897,3.530811101600074,4.229927496078571,0.0016396007937116662,0.044871169261231955,0.00024313596728449473,22.241153832186317,0.0004643694455839455,-9.215547290492538e-13,8.235474369357188e-13,44.5720500028951,1,-25140.2810124146,14495.60943595901,20067.029235528644,532.0,2461638.763828608,25.2948,31.766,28.681,27.325,26.173,25.611,25.367,3.141592653589793
toi2458b,3.73659,0.0482,112.958,1.05,0.04188,Transit,1.0500399784065186,0.0073191056299007715,7.911282539951589,30.22575675864829,0.001293904300883306,0.05393654816073937,3.8074672874890783e-05,18.486367459056098,0.00016355177486698935,5.7773905497935144e-12,6.164187039661619e-12,37.08060801443367,1,5312.589167930664,19614.919098994185,-10141.803625338509,652.0,2461638.763828608,25.1468,31.765,28.643,27.28,26.069,25.479,25.224,3.141592653589793
hd38677d,2.882,0.0422,62.0,1.21,0.01054,Radial Velocity,1.210010061423226,0.015884473686286576,12.511110961054762,39.57319711697723,1.55966972337366e-05,0.05440325510732582,8.31522580664189e-06,18.326849815636642,1.246627680170595e-06,-1.803764001774189e-12,5.875066955401794e-12,36.76250614148793,1,19058.6117012414,-24976.336506353167,17864.60243387804,4089.0,2461638.763828608,26.9658,24.531,24.828,25.297,25.67,25.956,26.147,3.141592653589793
109pscb,1075.4,2.051,32.56,1.13,5.743,Radial Velocity,1.1354822346856857,0.030576642684266,16.815122722483345,106.9661873474142,0.0002253361911874679,3.7461160130086517,0.004851535120075959,-3.4791728653518708,1.340080562636471e-05,-2.3030238845818484e-12,4.336887985828331e-12,0.5338862953135619,1,-0.018777342167311598,-1.7616364087140353,-2.0340387623291916,7359.0,2461638.763828608,23.9018,28.935,26.387,25.181,24.457,24.094,23.914,3.141592653589793
kepler79c,27.4029,0.187,1051.43,1.17,0.019,Transit,1.170018137290445,0.000699829382878747,2.5823039153254195,17.43578467001787,0.00045789582116728754,0.06887377514548995,1.5501957645655706e-05,14.450440693788233,0.00017732065480355512,1.660218306391873e-12,1.5639052505592337e-12,29.038628937867443,1,1689.952742738845,1826.9725726304557,2349.216648248079,3980.0,2461638.763828608,21.4358,26.32,23.813,22.628,21.96,21.625,21.453,3.141592653589793
hd104067b,55.851,0.2674,20.8,0.791,0.1954,Radial Velocity,0.7911865277133175,0.04417067307692307,16.870246200468397,81.27271404942665,0.006129284593290457,0.7620380329963587,0.00023581253263919857,0.5502324268755283,0.00036331921422227254,-1.2589569117336669e-11,1.145056901471138e-11,2.624540919743774,1,-75.59963805558594,27.22494023318131,-24.040002286603983,256.0,2461638.763828608,22.1588,27.279,24.711,23.499,22.737,22.355,22.17,3.141592653589793
hats21b,3.5543973,0.04676,286.0,1.08,0.332,Transit,1.080316925285678,0.0033521200139738977,5.430631569436245,36.215136973776225,0.00018670986501295316,0.030106351610495297,0.0002934493385905703,33.18547595931265,3.4380874972951913e-05,-1.0782834453967388e-13,3.732600315999876e-12,66.43116462184628,1,-21781.539280088677,15169.950507250462,-8262.739192273762,6926.0,2461638.763828608,23.9958,29.434,26.724,25.476,24.635,24.217,24.023,3.141592653589793
hd98736ab,968.8,1.864,31.0,0.92,2.33,Radial Velocity,0.9222242045651485,0.03212836283000711,15.533793459717247,47.919025669807866,0.0001941312156599897,3.8708530800279495,0.002417613657770138,-3.6125120943781455,1.249734755154414e-05,4.262453441621105e-12,1.134024202078188e-11,0.5166819712996079,1,-0.5240967416471599,-1.8924617921540938,1.2560542532994705,7710.0,2461638.763828608,23.3718,28.626,26.002,24.773,23.977,23.578,23.388,3.141592653589793
toi2045b,9.077534,0.093,366.962,1.157,0.6639,Transit,1.1576337551119322,0.0019726323532661765,4.312445673669787,25.40270329043626,0.004727426346392493,0.0587676355061555,0.0005477572272534442,16.95740106665742,0.0010962286146017851,-7.220092101700335e-13,2.9933671083985984e-12,34.03233740432715,1,-1040.7106638430844,2244.41720417803,-1666.3766518571724,1329.0,2461638.763828608,17.0368,17.851,16.822,16.58,16.553,16.588,16.604,3.141592653589793
hd52265b,119.27,0.52,28.0,1.2,1.21,Radial Velocity,1.2011550590231028,0.03537882781425217,18.60313884730927,108.09253927527168,0.00030959060732585914,0.9982954341124383,0.0009625491859190692,0.0034120422811377837,1.664184790894241e-05,-1.1027134624984318e-11,8.858572198409243e-12,2.003414952787152,1,4.558804344589615,0.5037974840563454,4.5932991252513045,2981.0,2461638.763828608,24.7188,30.933,27.969,26.654,25.554,25.013,24.778,3.141592653589793
gj9827d,6.20183,0.0555,30.3,0.659,0.01076,Transit,0.6590102714339575,0.032211534692661664,13.148214198380124,53.00778767810563,0.002019511830349615,0.13931041437874483,1.5586394472700967e-05,7.038903823655811,0.00015359590282598386,-1.609510128857952e-11,1.6278732620619703e-11,14.35642847606911,1,-943.8971630610339,-4456.2933711030155,-535.9479074887768,1263.0,2461638.763828608,22.0938,26.328,23.922,22.865,22.449,22.249,22.125,3.141592653589793
hd5319c,886.0,2.071,100.0,1.56,1.15,Radial Velocity,1.5610977833690645,0.008546511627906976,10.423761542808236,19.796089238157055,0.002965249995648148,1.9868067697969016,0.0007037072878620023,-1.4834865601007048,0.0002844702445916935,-4.517641089405334e-12,3.473956905764373e-12,1.0066404193923937,1,1.6309200268225101,-3.157533300934543,3.467987318951707,688.0,2461638.763828608,23.2018,27.888,25.42,24.257,23.682,23.391,23.232,3.141592653589793
k2155d,40.718,0.1937,82.0,0.65,0.0154,Transit,0.6500147007512032,0.01180917058109215,7.906536090405136,13.879135737597219,0.001139416067011733,0.29876485668835784,2.2616540312504006e-05,3.048349027737151,0.00014411065148927293,2.662127347002057e-12,9.921322168045807e-12,6.694227768851018,1,202.99562881575582,-305.6533139616535,-312.12257571866877,2591.0,2461638.763828608,21.9908,25.676,23.439,22.524,22.204,22.06,21.964,3.141592653589793
l9859e,12.796,0.0717,10.623,0.32,0.00963,Radial Velocity,0.32000919274247314,0.09391863497108062,15.644874488690062,30.55892833666615,0.0011029914907259451,0.43141961887929353,2.872732022851437e-05,1.8865092750308117,7.050177945008864e-05,-1.762307390782788e-11,6.437645057485117e-12,4.6358577878202105,1,110.32033597176745,-277.56106475093617,45.22627541867119,4614.0,2461638.763828608,19.7138,21.154,19.92,19.51,19.406,19.394,19.385,3.141592653589793
