time,A_true,A_observed_blended,flux_unblended,flux_blended,mag_unblended,mag_blended,mag_observed,mag_sigma,mag_baseline_blended
-3.80952380952381,4.728627163732365,1.9592408213723038,77.04333477701576,124.08209793138965,22.783162318216334,22.265727180629515,22.265727180629515,0.0,22.995946732797492
-3.408521303258155,5.134575153698717,2.0636765469705605,83.65742927211824,130.69619242649213,22.69373871270688,22.209342661351833,22.209342661351833,0.0,22.995946732797492
-3.0075187969924855,5.604882973885294,2.1846697275496556,91.32013592761251,138.3588990819864,22.598583626863615,22.1474822557834,22.1474822557834,0.0,22.995946732797492
-2.606516290726816,6.1489470547446405,2.324637724585936,100.18455041207163,147.2233135664455,22.497998116035003,22.08005852948765,22.08005852948765,0.0,22.995946732797492
-2.2055137844611608,6.7732008319098735,2.4852356282265164,110.35549243702839,157.39425559140227,22.39301511738556,22.007527805267685,22.007527805267685,0.0,22.995946732797492
-1.8045112781954913,7.475020922825842,2.6657885370863905,121.79021933459077,168.82898248896467,22.285968968493748,21.931382492401177,21.931382492401177,0.0,22.995946732797492
-1.403508771929836,8.23130823120375,2.860353889701502,134.11237844534978,181.15114159972367,22.18132783832388,21.854897311831017,21.854897311831017,0.0,22.995946732797492
-1.0025062656641666,8.981679081034182,3.053397151663009,146.338140931722,193.3769040860959,22.08660616627664,21.78398849247497,21.78398849247497,0.0,22.995946732797492
-0.6015037593984971,9.615393730129973,3.2164289952399394,156.66322856769648,203.70199172207037,22.012582319041698,21.727511811524188,21.727511811524188,0.0,22.995946732797492
-0.20050125313284184,9.98777307529677,3.3122287234601027,162.7303904648689,209.7691536192428,21.97132833371972,21.69564593523064,21.69564593523064,0.0,22.995946732797492
0.20050125313282763,9.987773075296777,3.3122287234601044,162.730390464869,209.7691536192429,21.97132833371972,21.69564593523064,21.69564593523064,0.0,22.995946732797492
0.6015037593984971,9.615393730129973,3.2164289952399394,156.66322856769648,203.70199172207037,22.012582319041698,21.727511811524188,21.727511811524188,0.0,22.995946732797492
1.0025062656641524,8.981679081034205,3.053397151663015,146.33814093172236,193.37690408609626,22.086606166276635,21.783988492474965,21.783988492474965,0.0,22.995946732797492
1.4035087719298218,8.231308231203776,2.8603538897015093,134.11237844535023,181.15114159972413,22.18132783832388,21.854897311831017,21.854897311831017,0.0,22.995946732797492
1.8045112781954913,7.475020922825842,2.6657885370863905,121.79021933459077,168.82898248896467,22.285968968493748,21.931382492401177,21.931382492401177,0.0,22.995946732797492
2.2055137844611465,6.7732008319098975,2.4852356282265227,110.35549243702879,157.39425559140267,22.393015117385556,22.00752780526768,22.00752780526768,0.0,22.995946732797492
2.606516290726816,6.1489470547446405,2.324637724585936,100.18455041207163,147.2233135664455,22.497998116035003,22.08005852948765,22.08005852948765,0.0,22.995946732797492
3.0075187969924713,5.604882973885311,2.18466972754966,91.32013592761278,138.35889908198666,22.59858362686361,22.1474822557834,22.1474822557834,0.0,22.995946732797492
3.4085213032581407,5.134575153698734,2.0636765469705645,83.6574292721185,130.6961924264924,22.693738712706875,22.20934266135183,22.20934266135183,0.0,22.995946732797492
3.80952380952381,4.728627163732365,1.9592408213723038,77.04333477701576,124.08209793138965,22.783162318216334,22.265727180629515,22.265727180629515,0.0,22.995946732797492
4.2105263157894655,4.37747925263438,1.8689031727221161,71.32209579279902,118.36085894717291,22.866939759020916,22.316979729540087,22.316979729540087,0.0,22.995946732797492
4.611528822055135,4.072507168999533,1.7904448932655348,66.35319773347776,113.39196088785164,22.945345356281475,22.363544335957975,22.363544335957975,0.0,22.995946732797492
5.01253132832079,3.8063306870625517,1.7219673180210215,62.01639487345852,109.05515802783242,23.01873370924507,22.405884471475268,22.405884471475268,0.0,22.995946732797492
5.41353383458646,3.5727888794678244,1.6618854633585427,58.21130746776254,105.25007062213643,23.08748161509919,22.444444010208315,22.444444010208315,0.0,22.995946732797492
5.814536340852129,3.3667951640176406,1.6088907357740956,54.85506003444553,101.89382318881943,23.1519582632642,22.479630355399003,22.479630355399003,0.0,22.995946732797492
6.215538847117784,3.1841653093704223,1.5619066839807427,51.8794790582627,98.91824221263659,23.212510983708608,22.511809024249736,22.511809024249736,0.0,22.995946732797492
6.616541353383454,3.0214556886168387,1.5200473874077358,49.22845766260142,96.26722081697531,23.269459426367128,22.541303914631456,22.541303914631456,0.0,22.995946732797492
7.017543859649123,2.8758240815051317,1.482581645650985,46.85568766566091,93.89445082003479,23.32309420981216,22.568400184655587,22.568400184655587,0.0,22.995946732797492
7.418546365914779,2.7449147562506933,1.4489034141818289,44.72278722293491,91.7615503773088,23.37367784521576,22.593348143318902,22.593348143318902,0.0,22.995946732797492
